link;titulo;moneda;precio;descripcion;ubicacion;condicion;Superficie total;Superficie cubierta;Dormitorios;Baños;Cantidad de pisos;Apartamentos por piso;Número de piso de la unidad;Disposición;Antigüedad;Gastos comunes;caracteristicas_ambientes;Cocheras;Ambientes;Orientación;Tipo de departamento;Bodegas;Acceso;Tipo de cochera;Tipo de cobertura;Metros de frente;Metros de fondo;Forma del terreno;Disposición del lote;Tipo de casa
https://casa.mercadolibre.com.uy/MLU-475197052-punta-gorda-venta-muy-buena-casa-3-dormitorios-piscina-_JM#position=28&type=item&tracking_id=a277545f-8e27-4648-bca3-4d304a657fbe;Coimbra 5881, Punta Gorda;U$S;460.000;PUNTA GORDA VENTA DE MUY BUENA CASA EN EXCELENTE UBICACION, SOBRE COIMBRA A 1 CUADRA DE LA PLAYA, CUENTA CON 180M2 CONSTRUIDOS EN 500M2 DE TERRENO SOLIDA CONSTRUCCION, SE DESARROLLA EN UNA SOLA PLANTA (POSIBILIDAD DE CONSTRUCCION DE UN PISO ADICIONAL) FINAS TERMINACIONES, AMPLIOS VENTANALES, MUY LUMINOSA. CUENTA CON JARDIN AL FRENTE Y AMPLIO JARDIN AL FONDO CON PARRILLERO Y PISCINA DISPONE DE RECEPCION Y LIVING CON ESTUFA A LEÑA, COMEDOR Y ESTAR CON ESTUFA A LEÑA, 3 DORMITORIOS (PRINCIPAL EN SUITE), EL BAÑO PRINCIPAL DISPONDE DE DOBLE MESADA, COCINA INTEGRADA Y TOTALMENTE RECICLADA CON BUENA CAPACIDAD DE MUEBLES AEREOS Y BAJO MESADA , CUENTA CON AIRE ACONDICIONADO EN TODOS LOS AMBIENTES EN EL JARDIN AL FONDO DISPONE DE UN APARTAMENTO INDEPENDIENTE CON BAÑO EN SUITE COCHERA CON CAPACIDAD PARA 4 VECHICULOS SISTEMA DE RIEGO, MUY BUENA SEGURIDAD INTEGRAL CON REJA PERIMETRAL, CAMARAS Y ALARMA CON RESPUESTA POR CONSULTAS Y COORDINACION DE VISITAS, FAVOR CONTACTAR POR WHATSAPP O BIEN LLAMAR AL 097 123 000 (CW146917);Punta Gorda, Montevideo;Vende;500 m²;180 m²;3;2;1;;;;50 años;;Lavadero,Cocina,Jardín,Dormitorio en suite,Patio,Estudio,;4;4;;;;;;;;;;;
https://apartamento.mercadolibre.com.uy/MLU-470842687-venta-apartamento-en-buceo-1-dormitorio-parrillero-_JM#position=29&type=item&tracking_id=a277545f-8e27-4648-bca3-4d304a657fbe;Anzani 1234, Buceo;U$S;88.000;AMARANTO VENDE APARTAMENTO CON RENTA EN BUCEO, DE 1 DORMITORIO. CON PARRILLERO.PAGA EN CUOTAS TU COMISIÓN INMOBILIARIA Y OLVIDATE DEL FLETE QUE LO PONEMOS NOSOTROS!!!El inmueble está ubicado en Buceo, sobre calle Anzani. A 2 cuadras de Ramón Anador.Excelente ubicación, con todos los servicios cercanos, muy buena locomoción.Apartamento interno, en planta baja.Estar pequeño, luminoso.Cocina semi-integrada con muebles bajo mesada.1 dormitorio definido con placar.Habitación -posible 2do dormitorio / escritorio -.1 baño amplio.Terraza transitable con parrillero, uso exclusivo.VENTA: USD 88.000NO ACEPTA BANCO. FINANCIA DE MANERA PRIVADA.RENTADO HASTA ABRIL 2022 EN $17500 POR PORTO.GASTOS COMUNES: $1.600AHORA PODES FINANCIAR LOS GASTOS ADMINISTRATIVOS. CONSULTA!!AMARANTO PROPIEDADES.;Buceo, Montevideo;Vende;60 m²;51 m²;1;1;;;;Interno;;1600 UYU;Cocina,Living,Comedor,Terraza,;;;;;;;;;;;;;
https://casa.mercadolibre.com.uy/MLU-477664900-casa-en-venta-pocitos-a-reciclar-oportunidad-_JM#position=30&type=item&tracking_id=a277545f-8e27-4648-bca3-4d304a657fbe;José Osorio 1250, Pocitos;U$S;299.000;Americana Inmobiliaria vende estupenda propiedad de sólida construcción sobre calle José Osorio, a metros de 26 de Marzo.La misma se desarrolla en dos niveles, y cuenta con 204m2 construidos.Planta baja: Living-comedor con amplio ventanal al frente, tres habitaciones y un baños completo. Cocina con estar diario y estufa a leña.Amplio garage con portón automatizado y posibilidad de generar una cochera en el retiro frontal. Ver plano.Planta alta: Servicio completo más una segunda habitación, originalmente destinada a lavadero. Salida a una amplia terraza al contra frente y acceso a azotea. Además, este nivel cuenta con una habitación y terraza al frente, ubicada sobre el garage. Fondo de 60m2 con muro en todo el perímetro, muy tranquilo. Preciosa fachada con revestimiento en ladrillo y piedra.Construida sobre un terreno de 239m2, con frente de 8,70mts. Orientación solar Este, recibe muy buena luz solar tanto en el frente como en el contra frente.Existe un proyecto de remodelación para esta propiedad de 2020.-Solicite asesoramiento a nuestros teléfonos y coordine su visita sin ningún compromiso: 2900 9058 / 094 85 95 96 / 093 35 06 35.-www.americanainmobiliaria.com;Pocitos, Montevideo;Vende;239 m²;204 m²;5;2;2;;;;1940 años;;Dormitorio de servicio,Cocina,Jardín,Altillo,Balcón,Patio,Living,Comedor,;1;7;Oeste;;;;;;;;;;
https://apartamento.mercadolibre.com.uy/MLU-478037588-malvin-dueno-vende-apto-2-dorm-con-renta-us-55000-_JM#position=31&type=item&tracking_id=a277545f-8e27-4648-bca3-4d304a657fbe;Dueño 2 Dorm Castelar Y  Berro 4570, Malvin;U$S;55.000;TORRE DE EE71 AL FRENTE SOBRE CALLE MALLORCA ENTRE BERRO Y CASTELAR  A 1 CUADRA DE CNO. CARRASCO.PISO 8 UNIDAD 801 VISTA PANORAMICA TODO AL FRENTE58 m2 LIVING COMEDOR CON VENTANAL  ORIENTACION ESTE AIRE ACONDICIONADO COCINA CON TERRAZA LAVADERO CON CERRAMIENTO y PLACARES.2 DORMITORIOS PISOS DE PARQUE Y GRANDES VENTANALESBAÑO COMPLETO CON BACHA PISOS CERAMICA Y VENTILACION NATURALGASTOS COMUNES BAJOS $ 2.600 CONTRIBUCION ANUAL $ 1.800RENTADO POR ANDA $ 13.500 mas Gastos Com.;Malvin, Montevideo;Vende;58 m²;58 m²;2;1;10;4;8;Frente;;2600 UYU;Lavadero,Cocina,Living,Comedor,;1;;Este;;;;;;;;;;
https://apartamento.mercadolibre.com.uy/MLU-476614264-bajo-apartamento-3-dormitorios-cooperativa-anv-buceo-_JM#position=32&type=item&tracking_id=a277545f-8e27-4648-bca3-4d304a657fbe;Leopardi 1540, Buceo;U$S;85.000;Edificio de cooperativa, del año 2000, 1er piso al frente, 75m2 construidos en excelente estado al frente con vista despejada y muy luminoso.Construcción solida, de primera calidad, con excelentes terminaciones. La unidad consta de:- 3 dormitorios- Living comedor- Cocina- Terraza Lavadero- Baño- Balcón al frenteLa unidad tiene una distribución funcional, iluminada y con muy buena circulación de aire. Le resta abonar 9 años de cuotas, las cuales no se pueden saldar en un solo pago. el importe actual es de $22.500aprox y gastos comunes de $6200.Se encuentra exonerada de Primara y Contribución.La cooperativa cuenta con 1 ascensor, 3 salones comunes uno de ellos con parrillero y horno de leña, patio amplio con juegos infantiles, deposito con lugar para todas las unidades. SOLICITAR FOTOS DE LOS ESPACIOS COMUNES. No cuenta con garaje pero en la zona se puede conseguir por $2500aprx*NO ACEPTA PRESTAMOS BANCARIO*Por información, visita o mas fotos pueden llamarnos o escribirnos a los numero de contacto que figuran en la pagina.;Buceo, Montevideo;Vende;79 m²;75 m²;3;1;7;2;1;Frente;20 años;6200 UYU;Cocina,Balcón,Living,Comedor,Terraza,;;;Norte;;;;;;;;;;
https://casa.mercadolibre.com.uy/MLU-476487895-casa-en-pocitos-138m2-2-plantas-3-dorm-3-banos-garaje-_JM#position=33&type=item&tracking_id=a277545f-8e27-4648-bca3-4d304a657fbe;Gral Oscar Gestido 2752, Pocitos;U$S;340.000;"VISION vende casa en Pocitos, padrón único. Construida en el año 2000, terreno de 120 m2 y 138m2 de construcción. La propiedad tiene en planta baja un buen living-comedor con una hermosa estufa a leña, cocina semi-integrada, toilette y garaje. Se accede al primer piso por cómoda escalera, donde dispone de 3 dormitorios, 2 baños completos, lavadero y acceso a la terraza totalmente transitable.Los tres dormitorios son amplios, uno de ellos en suite y con balcón. Todas las aberturas son de excelente carpintería y con persianas de enrollar, pero además se les colocaron cerramientos de aluminio para asegurar perfecto aislamiento térmico y sonoro.La casa es muy cálida, pisos todos de madera, posee excelente ventilación y luz natural tanto por sus amplias ventanas como tragaluces. Además de la estufa a leña en planta baja, se cuenta con una muy buena salamadra en el hall de distribución del segundo nivel. Cuenta asimismo con la opción de aires acondicionados frío-calor instalados en los distintos ambientes.La casa posee dos puertas de entrada en planta baja: por una de ellas se accede al corazón del living-comedor desde el enjardinado del frente, mientras que la otra puerta permite ingresar frente a la escalera que da hacia los dormitorios. En planta baja tiene garaje para un auto y hermoso jardín al frente. Para seguridad cuenta con rejas perimetrales y cerco eléctrico, además de rejas en todas las ventanas en ambas plantas.Es una excelente ubicación sobre Av. Fco. Soca entre Av. Gral. Rivera y Av. Brasil, a 9 cuadras de la Rambla y a 7 del Parque Batlle. Todos los servicios cerca; a pasos de supermercado Disco, de farmacia, bancos etc. Transporte público que conecta con toda la ciudad.En caso de interesar el terreno para ampliar los m2 construidos o para proyectar una nueva construcción, el padrón admite edificación en altura 27 metros, con FOS 80% y 4m de retiro.Tiene de frente 13,20 mts. sobre la calle Gestido y 11,80 mts sobre Av. Soca.Contáctenos hoy mismo por celular / WhatsApp.";Pocitos, Montevideo;Vende;120 m²;138 m²;3;3;2;;;;20 años;;Cocina,Jardín,Balcón,Dormitorio en suite,Living,Estudio,Comedor,Terraza,Baño social,;1;7;Norte;;1;;;;;;;;
https://apartamento.mercadolibre.com.uy/MLU-470363120-apartamento-2-dormitorios-_JM#position=34&type=item&tracking_id=a277545f-8e27-4648-bca3-4d304a657fbe;Joaquín Requena 1640, Cordón;U$S;151.833;ERESMA   Financiación:  Servicios:   Joaquín Requena entre 18 de Julio y Colonia  EDIFICO TERMINADO  Primer piso con patio muy cómodo  El Proyecto Inmobiliario Eresma ofrece todos las unidades de 2 dormitorios con 3 tipologías diferentes dos de ellas con parrillero propio.  Muy buena ubicación cerca de lugares tan importantes como la UDELAR, terminal de Tres cruces con su Shopping, Parque Batlle, Banco Hipotecario y las más importantes Instituciones de Salud de nuestro País.  Consulte para encontrar juntos una excelente forma de pago.  Gastos Comunes estimados $ 3.500.- mensuales estimados Garajes opcionales  * www.casasweb.com?94666;Cordón, Montevideo;Vende;91 m²;82 m²;2;1;;;1;;2 años;3500 UYU;Cocina,Patio,Living,Comedor,Terraza,;;3;;Departamento;;;;;;;;;
https://apartamento.mercadolibre.com.uy/MLU-474851226-venta-apto-en-construccion-prado-_JM#position=35&type=item&tracking_id=a277545f-8e27-4648-bca3-4d304a657fbe;Av. Suarez Esq. Arapey 0, Prado;U$S;155.000;Muy buen proyecto sobre Av. Joaquín Suárez, próximo a Br. Artigas, la entrega está prevista para mediados del 2022, el edificio se compone de 2 bloques, planta baja más tres pisos, 17 aptos. en total con buen nivel de terminaciones, los de 3 dormitorios se venden desde U$S 155.000. Living comedor y parrillero individual, 3 dormitorios, principal en suite, 2 baños completos y cocina integrada con terraza lavadero. Cocheras opcionales, financiación durante la obra.;Prado, Montevideo;Vende;72 m²;79 m²;3;2;3;3;1;Contrafrente;;5500 UYU;Lavadero,Balcón,Living,Comedor,Terraza,Baño social,;;;;;;;;;;;;;
https://casa.mercadolibre.com.uy/MLU-476790058-venta-casa-carrasco-3-dorm-2-banos-garaje-patio-_JM#position=36&type=item&tracking_id=a277545f-8e27-4648-bca3-4d304a657fbe;Canada 6200, Carrasco;U$S;310.000;"Contacto: Mónica Volkmann - MLS ID # 940051110-55La propiedad se encuentra ubicada en la calle Canadá esq. Bolivia, en el barrio Carrasco, a 4 cuadras de la Rambla.Es una construcción de 1957, en régimen de padrón único, con 160 m2 de terreno y 142 m2 edificados en dos plantas. Con una altura de 8 m y un retiro frontal de la edificación de 7m con acordonamiento, la misma se distribuye de la siguiente manera; se accede desde un jardín, con lugar para un vehículo, garaje amplio; la casa se encuentra cercada perimetralmente con rejas, muro y cerramiento de madera.Se ingresa al living comedor amplio, con estufa a leña, pisos de vinilo simil madera. Contiguo se encuentra un área de comedor diario con cocina integrada, con doble mesada, muebles aéreos y bajo mesada, con pisos monolítico, un baño completo actualizado año 1990, y desde el comedor se accede al patio cercado con muros altos, de unos 37 m2 aprox., que posee piso de baldosas y parrillero.Desde el living comedor se accede por escalera hacia la segunda planta. Tanto escalera como ambiente al pie de la escalera poseen pisos monolíticos en buen estado.En la segunda planta encontramos 3 dormitorios, 2 con orientación norte que comparten un amplio balcón, con preciosa vista despejada, grandes ventanales con persianas, y 1 dormitorio con orientación Sur, y un ambiente utilizado como escritorio, al pie de la escalera. Los dormitorios cuentan con placares empotrados (menos el principal), pisos de parquet y aires acondicionados.En la segunda planta, encontramos un amplio baño completo actualizado (año 1990) con bañera y mueble de madera empotrado.La propiedad cuenta con calefacción por radiadores que funcionan con caldera de gas oil, actualmente en desuso.La casa presenta un buen estado de conservación siendo una construcción típica de la época de la zona de Carrasco, los ambientes son amplios y de una muy buena calidad constructiva; su principal fortaleza es la ubicación a pocas cuadras de la rambla y con todos los servicios a pocos metros, lo que también resulta una propiedad para uso comercial, empresa, clínica, academia, etc.Contribución Inmobiliaria baja $6.000 anualesImpuesto de Primaria $2.000 anualesCOORDINE SU VISITA! COMPARTIMOS ESTA PROPIEDAD CON TODOS LOS COLEGAS.COMISION INMOBILIARIA 3% MAS IVA DEL PRECIO DE VENTA.  Toda la información y medidas provista por el Agente Inmobiliario son aproximadas y podrán ratificarse con la documentación pertinente.";Carrasco, Montevideo;Vende;160 m²;142 m²;3;2;;;;;64 años;;Jardín,;1;3;;;;;;;;;;;Casa
https://casa.mercadolibre.com.uy/MLU-478013552-casa-apartamento-y-fondo-cercado-e-fernandez44374439-_JM#position=37&type=item&tracking_id=a277545f-8e27-4648-bca3-4d304a657fbe;Elbio Fernandez Sn, La Teja;U$S;67.500;Dos propiedades en un padron y fondo. Casa 3 dormitorios, baño, cochera, frente 90 mts, con acceso a azotea. Cochera con porton automatizado.Planta baja apartamento parcialmente a reciclar 90 mts2, 3 dormitorios, baño, patio. Entrada y ose independiente. Fondo limpio 200 mts2. Con platea para construir otro apto. Total 380 mts2. Titulos ok. Todo al dia.;La Teja, Montevideo;Vende;370 m²;180 m²;3;1;;;;;;;;1;;;;;;;;;;;;
https://casa.mercadolibre.com.uy/MLU-476305308-venta-casa-4-dormitorios-en-tres-cruces-sobre-av-_JM#position=38&type=item&tracking_id=a277545f-8e27-4648-bca3-4d304a657fbe;Bv Gral Artigas 1600, Tres Cruces;U$S;250.000;Contacto: Maria Cecilia Sapriza - MLS ID # 940051119-17Gran Propiedad Horizontal de 2 plantas sobre Bvar Gral Artigas y 18 de Julio. Fue construida en el año 1936, es muy espaciosa, consta de 248 m2 construidos y una superficie total de 267 m2. Se distribuye de la siguiente forma:Subsuelo: sótano de 21 m2.Planta Baja 109 m2: Hall de distribución, gran living comedor al frente con aire acondicionado. Cocina definida con muebles aéreos y bajo mesada con comedor diario y acceso a patio con parrillero y terraza lavadero. 1 baño completo reciclado. Planta alta 118 m2: 4 dormitorios con pisos de pinotea y placares, el principal al frente de buen tamaño con vestidor. Estar o quinto dormitorio con salida a los 2 balcones. 1 baño completo y 1 toilette.Garage para 2 vehículos y espacio para un tercero.Gastos comunes NO TIENEConsulte!  Toda la información y medidas provista por el Agente Inmobiliario son aproximadas y podrán ratificarse con la documentación pertinente.;Tres Cruces, Montevideo;Vende;267 m²;248 m²;4;2;;;;;85 años;;Baño social,;2;7;;;;;;;;;;;Casa
https://casa.mercadolibre.com.uy/MLU-478519529-casa-3-dormen-cooperativa-de-22-unidtotalmente-cercada-_JM#position=39&type=item&tracking_id=a277545f-8e27-4648-bca3-4d304a657fbe;Prudencio Murguiondo 5109, Malvin;U$S;75.000;Casa en complejo de 22 unidades,en un predio con reja perimetral y cerco electrico.Zona tranquila.Buen estado de conservación,con iluminación natural,excelente presión de agua,portero eléctrico, pronta para habitar.La propiedad se desarrolla en 2 plantas.Posee dos accesos independientes, el principal con porche y pequeño jardin y el otro puerta lateral al patio.En la planta baja:cocina,living comedor con estufa a leña y dos amplios ventanales,patio con parrillero y mesada,cabina para lavarropa y construcción a definir uso.En la planta alta: 3 dorm. y baño.Salón Comunal dentro del predio capacidad 50 personas,con parrillero,sin costo para los sociosSaldo a cuatro años y medio con ANV (cuota mensual $17900)Gastos comunes $2000;Malvin, Montevideo;Vende;90 m²;85 m²;3;1;;;;;;;;;;;;;;;;;;;;
https://casa.mercadolibre.com.uy/MLU-477836333-tres-cruces-a-50mt-del-shopping-ideal-empresa-_JM#position=40&type=item&tracking_id=a277545f-8e27-4648-bca3-4d304a657fbe;Duvimioso Terra 1874, Tres Cruces;U$S;235.000;Propiedad horizontal independiente a 50Mt. de terminal 3 Cruces. Gran living, amplia cocina con gran mesada y bajo mesada. 3 dormitorios, principal al frente con vestidor y acceso a terraza, segundo dorm con ventanal al frente, tercer dorm con ventanal al contrafrente, 1 baños completos y otro de servicio. Lavadero. Acceso a pequeña terraza con parrillero. Semi amoblado.Consultenos para visitarla al 2914-5824 o contacto@estudioalvezpereira.com.uy.*Datos proporcionados por el propietario *;Tres Cruces, Montevideo;Vende;120 m²;120 m²;3;2;;;;;;;Dormitorio de servicio,Cocina,Living,Vestidor,Comedor,Terraza,;;;;;;;;;;;;;Casa
https://casa.mercadolibre.com.uy/MLU-473269086-casa-punta-carretas-venta-2-dormitorios-patio-garaje-_JM#position=41&type=item&tracking_id=a277545f-8e27-4648-bca3-4d304a657fbe;Punta Carretas 1111, Punta Carretas;U$S;180.000;Casa de dos dormitorios en venta próxima a Facultad de Arquitectura.Casa en buen estado, con excelente ventilación e iluminación. Living comedor muy amplio al frente con excelentes terminaciones, estufa a gas, aire acondicionado, ventanas con persianas y rejas. Cocina definida con amplios espacios de guardado y comedor diario. Baño con conexión para lavarropas. Dormitorio principal con mueble empotrado, pisos de madera y ventana con persianas y rejas, el secundario con pisos de parquet. Baño completo con mampara. Patio interior con deposito, pequeña cochera o patio al frente con rejas y techo liviano.~ Buena ventilación e iluminación.~ Pisos de madera y parquet.~ Acepta préstamo bancario, papeles al día.CODIGO: R002209UYRICHAR INMOBILIARIA - Agencia MontevideoTe brindaremos un asesoramiento sincero poniendo siempre por delante tus necesidades, sin influencia ni intereses de empresas constructoras.Seremos tu aliado de confianza para encontrar el inmueble de tus sueños con agentes expertos en asesoramiento para compra de apartamentos a estrenar, logrando el mejor precio en la compra de tu apartamento con financiamiento bancario.LLAME GRATIS A NUESTRO CALL CENTER EN TODO URUGUAY 0800-0000RICHAR | Agencia MontevideoAv. Italia 3224 - Parque BatlleTelefono: 2486-2245* - 2486-2299*Celular / WhatsApp: 099 036 099www.richar.com.uyPor más fotos, planos e información puede visitar nuestro sitio web: www.richar.com.uy;Punta Carretas, Montevideo;Vende;126 m²;126 m²;2;2;;;;;;;;1;;;;;;;;;;;;
https://casa.mercadolibre.com.uy/MLU-467163385-ifer-y-olivera-suarez-y-arapey-_JM#position=42&type=item&tracking_id=a277545f-8e27-4648-bca3-4d304a657fbe;Suárez 0000, Prado;U$S;343.000;Espectacular casa en pleno Prado, Joaquín Suarez, con 174m2 edificados. Sólida y hermosa construcción de estilo, con terminaciones de primer nivel, super iluminada en todos sus ambientes. La casa se desarrolla en dos plantas. PLANTA BAJA: Living al frente, comedor, preciosa cocina equipada, dos dormitorios y un baño. PLANTA ALTA: Dos dormitorios (uno de ellos de gran tamaño y con estufa a leña) ambos con hermoso balcón, baño y jardin de invierno. La casa cuenta también con un cuarto tipo despósito y acceso a azotea. Jardín al frente y garage para un auto. Cuenta además, con calefacción, agua caliente central, reja perimetral y alarma.Permuta por casa en Punta del Este.;Prado, Montevideo;Vende;163 m²;174 m²;4;2;2;;;;102 años;;;1;;;;;;;;;;;;
https://casa.mercadolibre.com.uy/MLU-477821136-venta-casa-2-dormitorios-esquina-colon-conciliacion-anv-_JM#position=43&type=item&tracking_id=a277545f-8e27-4648-bca3-4d304a657fbe;José María Navajas 1598, Colón;U$S;38.000;González & Vieta - Estudio Inmobiliario y Notarial VENDE: ¡excelente terreno esquina, casa de 2 dormitorios a una cuadra de avenida!Ubicada en Complejo Habitacional de Agencia Nacional de Vivienda. Saldo totalmente pago y listo para transferir. Casa totalmente independiente, situada en la esquina de las calles José María Navajas y Froilan Aguilar, a una cuadra de Bv. Aparicio Saravia, y a pocas cuadras del centro de Colón.El terreno consta de aproximadamente 19,70 x 6,80. La casa es una construcción tradicional con doble techo de chapa dolmenit + chapa zinc. Cuenta con 65 m2 distribuidos en: living de 4,00 x 3,30 con aire acondicionado y estufa a leña. Comedor de 3,20 x 2,90 con amplio ventanal. Cocina definida con pasa platos, mesada y muebles aéreos. Primer dormitorio de 3,30 x 3,00. Segundo dormitorio de 3,20 x 3,20 con aire acondicionado. Baño completo con calefón incluido. Amplio jardín lateral con espacio para varios vehículos y parrillero. Galpón lavadero.Consulte financiación. González & Vieta - Estudio Inmobiliario y Notarial;Colón, Montevideo;Vende;134 m²;65 m²;2;1;;;;;;;Cocina,Jardín,Patio,Living,Comedor,;1;;;;;;;;;;;;
https://casa.mercadolibre.com.uy/MLU-477138478-venta-casa-cerro-4-dormitorios-us-35000-y-cuotas-_JM#position=44&type=item&tracking_id=a277545f-8e27-4648-bca3-4d304a657fbe;Chile 3699, Cerro;U$S;55.000;Oportunidad, Vendo y Financio, Casa amplia y solida!! U$S 35.000 y cuotas a convenir, Contado se escuchan ofertas coherentes.Propiedad antigua a una cuadra de Av. Gracia, sobre calle Chile y Holanda,son 4 dorm. amplios,Living-comedor con claraboya, cocina y baño a reciclar. son 103m2 de sup. No tiene Patio .Precio: U$S 55.000 Apta para Banco.;Cerro, Montevideo;Vende;103 m²;98 m²;3;1;;;;;;;Cocina,Jardín,Living,Comedor,;;;;;;;;;;;;;
https://apartamento.mercadolibre.com.uy/MLU-477947095-apartamento-cordon-para-entrar2-dormitorios-_JM#position=45&type=item&tracking_id=a277545f-8e27-4648-bca3-4d304a657fbe;Emilio Frugoni, Cordón;U$S;153.000;EXCELENTE APARTAMENTO MUY LUMINOSO Y DESPEJADO,PARA ENTRAR!!!! EXCELENTE UBICACION!!!LIVING COMEDOR CON GRANDES VENTANALES, PISOS DE PARQUET, COCINA RECICLADA CON PLACARES SOBRE Y BAJO MESADA, 2 DORMITORIOS AMPLIOS CON PISOS DE PARQUET Y VISTA DESPEJADA, 1 BAÑO COMPLETO RECICLADO, TERRAZA LAVADERO, ABERTURAS DE ALUMINIO, AIRE ACONDICIONADO, GASTOS COMUNES BAJOS $ 2.300.CONTRIBUCION ANUAL $ 12800.VEALO!!! INMOBILIARIA ARBELECHE BESSONART 099757425- 092730421-096879744-097476270 (CW155789);Cordón, Montevideo;Vende;60 m²;60 m²;2;1;;;7;Frente;37 años;2300 UYU;Lavadero,Cocina,;;3;Norte;Departamento;;;;;;;;;
https://casa.mercadolibre.com.uy/MLU-475405365-venta-prado-2-dormitorios-todo-al-frente-_JM#position=46&type=item&tracking_id=a277545f-8e27-4648-bca3-4d304a657fbe;Hermanos Gil 1000, Prado;U$S;165.000;"Contacto: Laura Castro Albernaz - MLS ID # 940041050-137Propiedad horizontal independiente, al frente, muy bien ubicado, con 80 m2 edificados. La planta baja consta de living al frente con piso flotante, estufa a leña, aire acondicionado y gran ventanal de aluminio con reja.Comedor diario con piso porcelanato. Cocina semi integrada con muebles bajo y sobre mesada. Baño social.En planta alta encontramos 2 dormitorios con piso flotante, ambos con ventana de aluminio a la calle; Uno de ellos con aire acondicionado. Baño completo.Azotea transitable de 40 m2 semi techada de uso exclusivo con vista despejada y deck.Contribución inmobiliaria: 3 cuotas de $ 1.200  Toda la información y medidas provista por el Agente Inmobiliario son aproximadas y podrán ratificarse con la documentación pertinente.";Prado, Montevideo;Vende;110 m²;80 m²;2;1;;;;;66 años;;Baño social,;;3;;;;;;;;;;;Casa
https://casa.mercadolibre.com.uy/MLU-477403454-lindo-ph-3-dorm-gje-y-parrillero-parque-batlle-_JM#position=47&type=item&tracking_id=a277545f-8e27-4648-bca3-4d304a657fbe;Spikerman 2800, Parque Batlle;U$S;180.000;Se ofrece a la venta lindo PH de 3 dormitorios. Gran ubicación.En planta baja se accede al garaje y un dormitorio. Luego por escalera se encuentra el primer nivel con un living-comedor, cocina definida y baño. En segundo nivel se encuentran los dos dormitorios y otro baño. El principal al frente con gran ventanal y el otro al contra frente con acceso a patio exclusivo con parrillero.Casa muy luminosa.;Parque Batlle, Montevideo;Vende;101 m²;101 m²;3;2;3;;;;57 años;;Cocina,Jardín,Patio,Living,Comedor,;1;;Este;;;;;;;;;;
https://casa.mercadolibre.com.uy/MLU-478037961-casa-de-3-dormitorios-y-un-bano-_JM#position=48&type=item&tracking_id=a277545f-8e27-4648-bca3-4d304a657fbe;Luis Lasagna  6119 Casa 8, Lezica;U$S;35.000;MUY BUENA OPORTUNIDAD !!!! Exelente estado ..zona.muy tranquila GASTOS COMUNES 800 PESOS LA CUOTA A ANV ES DE 14:800 MENSUAL AL DIA DE LA FECHA ES EN U.R LO CUAL SUBE UNA VEZ AL AÑO MASO 800 PESOS.RESTA PAGAR 15 AÑOS......  ,( CON DOS COLGAMENTOS INCLUIDOS EN LOS 15 AÑOS) .POR EL MOMENTO NO HAY LUGAR PARA ESTACIONAMIENTO , HAY LISTA DE ESPERA.. LA LLAVE SE VENDE A 35 MIL DOLARES.. GRAN OPORTUNIDAD...;Lezica, Montevideo;Vende;42 m²;1111 m²;3;1;;;;;;;Cocina,Patio,Comedor,;;;;;;;;;;;;;
https://apartamento.mercadolibre.com.uy/MLU-475299264-us-58000-y-ctas-venta-apto-3-dormitorios-la-blanqueada-_JM#position=1&type=item&tracking_id=22809e3b-d3a2-43ba-9abf-b2dba7da9f3a;Damaso A. Larrañga 3800, La Blanqueada;U$S;58.000;Muy lindo complejo cerrado de apartamentos ubicado sobre Damaso A. Larrañaga a pasos de Jose P. Varela. Este esta totalmente cercado con rejas perimetrales, ademas cuenta con lindos espacios verdes y juegos para niños. Buen apartamento ubicado en el 3er piso (acceso por escalera) y orientado al frente con vista a Larrañaga. Este requiere mantenimiento, cuenta con 78 m2 totales (76 edificados y 2 de terraza lavadero) y se compone de: amplio living-comedor con vista al complejo. 3 amplios dormitorios, 2 de ellos con vista a Larrañaga y el restante con vista al complejo (2 de ellos con placares). Baño completo, y cocina definida con placares y acceso a una terraza lavadero. Cochera con lugar NO FIJO dentro del complejo. Gastos comunes /$ 3.000.  Precio: entrega U/$S 58.000 y saldo con la Agencia Nacinal de Vivienda de apróx. 1800 unidades reajustables, actualmente el propietario abona cuotas de 12 UR. (CW147169);La Blanqueada, Montevideo;Vende;78 m²;76 m²;3;;;;3;;50 años;3000 UYU;Lavadero,Cocina,;1;4;;Departamento;;;;;;;;;
https://casa.mercadolibre.com.uy/MLU-477824532-dueno-vende-casa-3-dor-av-garzon-frente-a-la-terminal-_JM#position=2&type=item&tracking_id=22809e3b-d3a2-43ba-9abf-b2dba7da9f3a;Av. Eugenio Garzon 2097, Colón;U$S;115.000;DUEÑO VENDE CASA de 3 dor. A EXTRENAR EXCELENTE UBICACIÓNAv. Garzon 2097 Frente a terminal de ómnibus IDEAL COMO VIVIENDA O PARA INVERSIÓN 3 dormitorios, living comedor, baño y cocina, lavadero y terraza con parrillero  Comunicarse al 095101515Consultar por alquiler;Colón, Montevideo;Vende;140 m²;79 m²;3;1;2;;;;0 años;;Cocina,Patio,Living,Comedor,Terraza,Baño social,;02;;;;;;;;;;;;
